Date,ISO3,Country,BCI,Manufacturing: Confidence Index,Manufacturing: New Orders Index,Construction: Confidence Index,Construction: New Orders Index,Retail: Confidence Index,Retail: New Orders Index,Services: Confidence Index,Services: Activity Index,CCI,Consumer: Confidence Index,Consumer: Future Confidence Index,Consumer: Price Confidence Index,GDP,CPI,Unemployment,M3 Money Supply,Base Yield
01/08/2004,EA19,Euro area (19 countries),100.38,-2.9,-13.7,-12.8,-22.1,-11.5,-12.8,5.4,-5.1,99.53,-12.1,-16.2,12.3,2.39,2.4,9.3,59.92,2.04
01/09/2004,EA19,Euro area (19 countries),100.38,-2.8,-12.3,-13.7,-22.7,-10.1,-13.7,8.6,0.9,99.6,-11.7,-15.1,11.8,2.1,2.2,9.4,59.99,2.05
01/10/2004,EA19,Euro area (19 countries),100.36,-2.3,-11,-11.6,-21.9,-10.8,-10.4,8.1,1.1,99.63,-11.5,-15.9,10.1,2.1,2.4,9.4,60.42,2.11
01/11/2004,EA19,Euro area (19 countries),100.29,-3.5,-12,-12,-20,-13.4,-11.6,8,1.6,99.65,-12.1,-16.3,10.4,2.1,2.3,9.4,60.86,2.09
01/12/2004,EA19,Euro area (19 countries),100.2,-3.4,-11.3,-10,-17.9,-10.2,-10.2,6,-0.4,99.72,-11.6,-15.6,8.9,1.75,2.4,9.3,61.48,2.05
01/01/2005,EA19,Euro area (19 countries),100.05,-4.2,-11.6,-10.6,-17.2,-9.8,-12.1,9.6,2.4,99.84,-11,-14,11.6,1.75,1.9,9.3,62.01,2.08
01/02/2005,EA19,Euro area (19 countries),99.84,-5.1,-15.2,-10.7,-15.6,-10.9,-10.6,6.8,0.7,99.9,-10.6,-13.9,12.3,1.75,2.1,9.2,62.16,2.06
01/03/2005,EA19,Euro area (19 countries),99.58,-6.8,-17.2,-10.1,-16,-10.6,-11.5,7.2,1.5,99.84,-10.8,-13.9,13.3,1.45,2.2,9.2,62.38,2.06
01/04/2005,EA19,Euro area (19 countries),99.38,-8,-19.8,-8.2,-16.7,-9.2,-11.6,8.7,3,99.66,-11.4,-16,15,1.45,2.1,9.3,62.91,2.08
01/05/2005,EA19,Euro area (19 countries),99.29,-8.6,-19.5,-9,-15.7,-10.6,-10.4,9.4,4.8,99.42,-12.9,-19.4,15.2,1.45,2,9.3,63.56,2.07
01/06/2005,EA19,Euro area (19 countries),99.38,-8.3,-19.7,-9.8,-16.2,-10.9,-11.2,9,3.6,99.28,-13.1,-20,14.4,1.45,2,9.3,64.14,2.06
01/07/2005,EA19,Euro area (19 countries),99.61,-6.2,-16.8,-8.8,-15.6,-10.6,-11.2,9.9,5.4,99.24,-13.4,-20.9,18.3,1.45,2.1,9.2,64.73,2.07
01/08/2005,EA19,Euro area (19 countries),99.86,-5.3,-16.6,-7.6,-15,-9,-7.5,9.2,4.9,99.29,-12.4,-18.4,16.2,1.45,2.2,9.1,64.88,2.06
01/09/2005,EA19,Euro area (19 countries),100.09,-4.1,-13.7,-5.9,-12.8,-7.4,-6.4,10.4,7.3,99.33,-12.8,-17.5,19.8,1.97,2.6,9.1,65.05,2.09
01/10/2005,EA19,Euro area (19 countries),100.28,-2.6,-11.6,-5.3,-11,-6.9,-5.1,12.7,9.1,99.42,-12.5,-16.5,20,1.97,2.5,9.1,65.52,2.07
01/11/2005,EA19,Euro area (19 countries),100.4,-3,-11.5,-2,-6.9,-8.3,-8.8,13.4,10.6,99.58,-12.6,-17.6,19.6,1.97,2.3,9.1,65.87,2.09
01/12/2005,EA19,Euro area (19 countries),100.56,-1.7,-8.8,-4,-8,-4.5,-4.3,13.6,10.7,99.86,-10.7,-12.5,17.5,2.21,2.3,9,66.64,2.28
01/01/2006,EA19,Euro area (19 countries),100.77,-0.9,-8.2,-3.1,-6.8,-3.9,-3.4,15.3,12,100.11,-9.6,-11,17.3,2.21,2.5,8.9,67.2,2.33
01/02/2006,EA19,Euro area (19 countries),101.01,0.8,-6,-2.8,-8.5,-2,-3.1,12.8,7.7,100.23,-9.8,-11.1,19.2,2.21,2.4,8.9,67.3,2.35
01/03/2006,EA19,Euro area (19 countries),101.25,1.6,-4,-1.3,-7.7,-2.9,-2.2,14.6,10,100.28,-9.7,-12.3,19.7,2.89,2.2,8.8,67.74,2.52
01/04/2006,EA19,Euro area (19 countries),101.47,3.4,0.1,-1.2,-7,-0.6,-1.3,16.2,11.5,100.31,-9.1,-9.7,19.7,2.89,2.5,8.7,68.63,2.63
01/05/2006,EA19,Euro area (19 countries),101.63,3.6,-0.5,-0.2,-5.3,-3.2,-4.9,17.3,12.8,100.27,-9.5,-12.6,24.8,2.89,2.5,8.6,69.38,2.58
01/06/2006,EA19,Euro area (19 countries),101.75,4.7,3.4,0.3,-4.2,-0.8,-1.3,16.6,12.6,100.25,-10.1,-14.2,26.1,3.39,2.5,8.5,69.69,2.7
01/07/2006,EA19,Euro area (19 countries),101.83,5,4.3,1.6,-3,-1.6,-4.5,16.1,13.5,100.31,-9.2,-12.3,27.5,3.39,2.5,8.4,69.91,2.81
01/08/2006,EA19,Euro area (19 countries),101.9,4.5,2.3,0.7,-4.9,-0.2,-1.7,17.3,14.7,100.38,-9.2,-12,29.2,3.39,2.3,8.3,70.07,2.97
01/09/2006,EA19,Euro area (19 countries),102.03,6.1,4.1,1.7,-4.3,1.9,0.4,15.8,12.2,100.47,-8.7,-10.9,27,3.25,1.8,8.3,70.67,3.04
01/10/2006,EA19,Euro area (19 countries),102.14,6.5,5.7,1.9,-4.2,1.7,1,17.8,15.2,100.56,-8.8,-9.9,27.9,3.25,1.6,8.2,71.27,3.28
01/11/2006,EA19,Euro area (19 countries),102.22,6.9,6.8,2.2,-4.2,0.3,0.4,17.3,13.2,100.69,-8.3,-9.3,30.3,3.25,1.9,8.1,71.66,3.33
01/12/2006,EA19,Euro area (19 countries),102.26,7.5,8.9,3.8,-3.1,-0.6,-1.8,19,16.4,100.83,-6.9,-5.4,27.9,3.8,1.9,8,72.76,3.5
01/01/2007,EA19,Euro area (19 countries),102.23,6.4,6.3,2.5,-5.9,-0.3,-0.9,18.1,16.3,100.9,-7.9,-6.5,24.1,3.8,1.9,8,73.69,3.56
01/02/2007,EA19,Euro area (19 countries),102.23,6.9,7.6,1.2,-7.7,-0.9,0.1,17.6,14.8,101,-6.9,-4,21.3,3.8,1.9,7.9,73.94,3.57
01/03/2007,EA19,Euro area (19 countries),102.24,7,8.1,1.4,-7.7,-0.4,-2.4,19.6,17.3,101.11,-6.6,-4.3,20.7,3.52,2,7.8,74.84,3.69
01/04/2007,EA19,Euro area (19 countries),102.23,6.9,9,1.1,-6.3,1.8,2.3,19.9,17.3,101.22,-6.7,-4.6,20.3,3.52,1.9,7.7,75.88,3.82
01/05/2007,EA19,Euro area (19 countries),102.19,6.7,8,0.9,-4.9,1.5,0.4,17.7,15.1,101.33,-5.5,-1.9,19.8,3.52,1.9,7.6,76.59,3.79
01/06/2007,EA19,Euro area (19 countries),102.13,6.6,7.2,1.2,-4.9,0.6,-1,17.4,14.4,101.33,-6,-2.8,23.3,3.13,1.9,7.6,77.38,3.96
01/07/2007,EA19,Euro area (19 countries),102.04,5.8,6.8,1.3,-5.1,1.3,-1.3,17.2,15.7,101.2,-5.8,-3.4,23.1,3.13,1.8,7.6,78,4.06
01/08/2007,EA19,Euro area (19 countries),101.94,5.5,6.2,0.2,-7.6,1.3,0.4,17.2,17.1,100.89,-7.6,-6.9,33.1,3.13,1.8,7.5,78.29,4.05
01/09/2007,EA19,Euro area (19 countries),101.86,4.8,4.3,-0.4,-7,-2.1,-3,14.9,13.4,100.53,-9,-10.8,36.5,2.98,2.2,7.5,78.74,4.03
01/10/2007,EA19,Euro area (19 countries),101.8,4.2,3.5,-1.1,-8.6,-2.6,-2.6,14.6,11.8,100.18,-9.3,-10,32.6,2.98,2.6,7.4,79.67,3.94
01/11/2007,EA19,Euro area (19 countries),101.78,5.2,4.7,-2.4,-9.4,-0.8,-2.6,12.6,10.5,99.78,-11.8,-15.3,34.9,2.98,3.1,7.4,80.61,4.02
01/12/2007,EA19,Euro area (19 countries),101.68,4.2,4.4,-3.3,-9.8,-2.6,-1.8,12.2,9.5,99.48,-11.9,-14.1,31.4,2.3,3.1,7.4,81.51,3.88
01/01/2008,EA19,Euro area (19 countries),101.53,3.1,1.7,-3.8,-10,-3.6,-2.5,11.9,8.3,99.21,-13.8,-18.9,32.4,2.3,3.3,7.4,82.41,4.02
01/02/2008,EA19,Euro area (19 countries),101.34,2,0.9,-6.8,-12.4,-2.8,-4.2,10.5,7.2,99.05,-13.8,-18.8,28.7,2.3,3.3,7.4,82.95,4.03
01/03/2008,EA19,Euro area (19 countries),101.14,1.9,1.5,-7.1,-13.7,-2.7,-2.2,8.9,5,98.88,-14.1,-18.8,27,2.22,3.7,7.3,83.38,4.09
01/04/2008,EA19,Euro area (19 countries),100.86,-0.6,-3.8,-8.8,-15.8,-8.2,-8.6,7.6,3.6,98.58,-14.9,-20.7,26.7,2.22,3.3,7.4,84.17,3.99
01/05/2008,EA19,Euro area (19 countries),100.56,-1.6,-4.3,-9,-16.6,-6.2,-6.6,8.3,4.2,98.1,-16.2,-23,30.1,2.22,3.7,7.5,85.03,4.01
01/06/2008,EA19,Euro area (19 countries),100.22,-3.8,-7.7,-10.9,-19.4,-9.6,-10.9,5.4,1.4,97.53,-19.7,-28.4,33.7,1.14,4,7.6,85.53,4.01
01/07/2008,EA19,Euro area (19 countries),99.83,-6,-11.6,-13.6,-21.9,-14.9,-15,1.9,-2.1,97.2,-21.7,-33.8,33.9,1.14,4.1,7.6,85.76,4.19
01/08/2008,EA19,Euro area (19 countries),99.32,-7.8,-12.8,-14.5,-22.5,-14,-16.9,-2.9,-7.9,97.24,-19.7,-30.4,26.9,1.14,3.9,7.7,86.02,4.3
01/09/2008,EA19,Euro area (19 countries),98.53,-10.5,-18.4,-17.7,-24.3,-12.4,-15.2,-3.2,-7.1,97.3,-18.3,-28.1,21.4,0.16,3.7,7.7,86.44,4.27
01/10/2008,EA19,Euro area (19 countries),97.36,-17.3,-25.6,-22.3,-29.4,-17.1,-19.7,-8,-11.8,97.16,-20.9,-34.9,22.8,0.16,3.2,7.9,87.36,3.82
01/11/2008,EA19,Euro area (19 countries),96.01,-25.9,-37,-25.2,-33,-17.6,-24.6,-11.3,-15.5,96.99,-20.6,-34.7,13.8,0.16,2.2,8.1,88.15,3.15
01/12/2008,EA19,Euro area (19 countries),94.9,-33.4,-47,-26.7,-35,-25,-31.6,-16.7,-22.2,96.82,-21.8,-39,7.8,-2.17,1.7,8.4,88.61,2.49
01/01/2009,EA19,Euro area (19 countries),94.29,-32.7,-49,-30.9,-36.3,-22,-27.6,-18.6,-24,96.71,-21.4,-38.2,5.3,-2.17,1.2,8.8,88.76,1.81
01/02/2009,EA19,Euro area (19 countries),93.96,-35.8,-57,-31.8,-38.3,-21,-28.5,-20.3,-25.4,96.65,-22.2,-40,3.2,-2.17,1.2,9.1,88.72,1.26
01/03/2009,EA19,Euro area (19 countries),93.96,-36.9,-60.2,-33.2,-40.3,-17.7,-27.8,-23.3,-28.2,96.77,-22.4,-43.6,-0.4,-5.68,0.6,9.4,88.75,1.06
01/04/2009,EA19,Euro area (19 countries),94.3,-33.6,-59.6,-35.1,-43.2,-21.4,-29.2,-22.6,-27.6,97.12,-20,-35.9,-3.2,-5.68,0.6,9.5,89.11,0.84
01/05/2009,EA19,Euro area (19 countries),94.8,-31,-60,-33.7,-44.6,-14.3,-24.7,-18.8,-23.8,97.54,-18.8,-30.3,-6,-5.68,0.1,9.6,89.37,0.78
01/06/2009,EA19,Euro area (19 countries),95.37,-28.5,-59.7,-34.3,-45,-16.5,-23.3,-16.5,-21.9,97.98,-17.5,-27.8,-4.1,-5.38,-0.1,9.7,89.22,0.7
01/07/2009,EA19,Euro area (19 countries),95.98,-25.8,-57.2,-33.7,-43.6,-14.3,-21.3,-14.5,-20.9,98.44,-15.9,-22.2,-5.4,-5.38,-0.6,9.8,89.02,0.36
01/08/2009,EA19,Euro area (19 countries),96.59,-21.6,-51.6,-31.4,-42.5,-12.1,-17.9,-8.5,-13.6,98.9,-14.5,-19.7,-8.1,-5.38,-0.1,9.8,88.66,0.35
01/09/2009,EA19,Euro area (19 countries),97.09,-19.6,-50.3,-30.2,-42.3,-12.3,-17.2,-6.3,-12,99.31,-12.6,-13.4,-5.2,-4.5,-0.3,10,88.45,0.36
01/10/2009,EA19,Euro area (19 countries),97.46,-17.2,-47.4,-30.4,-42.8,-12.5,-16.2,-5.6,-10.2,99.59,-11.7,-11.7,-5,-4.5,-0.1,10.1,88.37,0.36
01/11/2009,EA19,Euro area (19 countries),97.72,-16.6,-46.8,-29.3,-41.6,-10.3,-12.2,-3.8,-8.7,99.71,-11.6,-11.3,-1.9,-4.5,0.5,10.1,88.2,0.36
01/12/2009,EA19,Euro area (19 countries),97.96,-15.3,-44.1,-29.8,-41.8,-10,-13.4,-1.7,-6.3,99.69,-11.3,-11.7,0.5,-2.32,0.9,10.2,88.29,0.35
01/01/2010,EA19,Euro area (19 countries),98.23,-13.6,-40.5,-30.2,-40.6,-7.2,-13.8,-0.2,-4,99.51,-11.9,-12.6,4,-2.32,0.9,10.2,88.22,0.34
01/02/2010,EA19,Euro area (19 countries),98.57,-12.7,-39.7,-31.4,-41.5,-9.1,-13.7,0,-3.8,99.25,-13.6,-15.9,4.8,-2.32,0.8,10.3,87.85,0.34
01/03/2010,EA19,Euro area (19 countries),99,-9.8,-36.6,-27.7,-39.5,-9.1,-12.3,0.8,-3.3,99.02,-14.2,-17,7.5,1.25,1.6,10.3,87.79,0.35
01/04/2010,EA19,Euro area (19 countries),99.44,-6.9,-30,-27.4,-40.2,-3.5,-7.6,5.5,2.4,98.82,-13,-15.2,11.5,1.25,1.6,10.3,88.24,0.35
01/05/2010,EA19,Euro area (19 countries),99.8,-5.4,-25.9,-28.8,-41.3,-6,-8.9,3,-0.3,98.53,-16.3,-25.2,15.5,1.25,1.7,10.3,88.78,0.34
01/06/2010,EA19,Euro area (19 countries),100.08,-4.7,-24.2,-29.2,-42.6,-6.4,-10,2.9,1,98.47,-16.9,-25.1,16.3,2.26,1.5,10.3,88.1,0.35
01/07/2010,EA19,Euro area (19 countries),100.36,-2.6,-19.5,-28.4,-40.7,-5.9,-10.3,5,2.3,98.76,-14.9,-16.8,16.1,2.26,1.7,10.2,87.23,0.48
01/08/2010,EA19,Euro area (19 countries),100.6,-1.3,-16.1,-27.3,-37.1,-4.1,-7.5,5.2,3.2,99.16,-12.5,-11.1,15.1,2.26,1.6,10.2,87.21,0.43
01/09/2010,EA19,Euro area (19 countries),100.78,-0.6,-14.9,-24.9,-35.4,-2.6,-2.9,7,5.1,99.42,-12.1,-11.2,14.3,2.27,1.9,10.2,87.24,0.45
01/10/2010,EA19,Euro area (19 countries),100.94,0.5,-12.1,-25.3,-34.9,-1.9,-2.8,7.2,4.8,99.52,-12.7,-11.5,13.7,2.27,1.9,10.2,87.26,0.7
01/11/2010,EA19,Euro area (19 countries),101.07,0.2,-13,-25.1,-35.6,-2.7,-2.3,7.5,5.2,99.55,-11.4,-9.1,14.3,2.27,1.9,10.2,87.37,0.59
01/12/2010,EA19,Euro area (19 countries),101.26,2,-9.2,-25.9,-36.3,2.2,-0.6,7.3,5.8,99.43,-12.6,-12.2,17.1,2.44,2.2,10.2,87.67,0.5
01/01/2011,EA19,Euro area (19 countries),101.43,3.1,-6.7,-24.2,-36,-0.2,-4.3,6.8,4.8,99.29,-13.5,-14.2,24,2.44,2.3,10.1,87.85,0.66
01/02/2011,EA19,Euro area (19 countries),101.53,3,-6,-23.7,-34.3,-0.3,-1.3,8.6,6.6,99.19,-12.7,-13.3,26.8,2.44,2.4,10.1,87.75,0.71
01/03/2011,EA19,Euro area (19 countries),101.58,3.7,-3.8,-23.3,-33,-2,-4.1,7.3,3.6,99.03,-13.7,-16.3,31.5,2.92,2.7,10.1,87.84,0.66
01/04/2011,EA19,Euro area (19 countries),101.53,3.6,-3.1,-22,-31.7,-2,-2.3,7.6,4.4,98.88,-14.9,-18.1,31.3,2.92,2.8,10,88.28,0.97
01/05/2011,EA19,Euro area (19 countries),101.36,2.1,-5.4,-20.8,-30.2,-2.5,-4.1,8.3,5.2,98.82,-14.9,-15.7,27.8,2.92,2.7,10.1,88.57,1.03
01/06/2011,EA19,Euro area (19 countries),101.11,1.5,-5.4,-21,-29.4,-4.9,-7,8.5,6.2,98.79,-14.3,-15.8,26.4,1.91,2.7,10.1,88.63,1.12
01/07/2011,EA19,Euro area (19 countries),100.76,-0.6,-7.7,-21.3,-29.9,-6,-7.1,7.2,5,98.65,-14.2,-17,27.6,1.91,2.6,10.2,88.7,1.01
01/08/2011,EA19,Euro area (19 countries),100.37,-2.7,-9.9,-19.8,-29.7,-9.5,-10.4,4.9,1.6,98.32,-16.8,-25.3,27.7,1.91,2.6,10.3,88.9,0.91
01/09/2011,EA19,Euro area (19 countries),100,-5.2,-13,-22.9,-30.7,-10.2,-12.6,1.4,-2.3,98.02,-17.4,-27.6,26.7,1.64,3,10.4,89.18,1.01
01/10/2011,EA19,Euro area (19 countries),99.75,-5.4,-13.1,-23.3,-30.1,-12.5,-13.6,1.3,-2,97.81,-18.6,-29.8,26,1.64,3,10.5,89.14,0.96
01/11/2011,EA19,Euro area (19 countries),99.55,-7.3,-16.2,-22.4,-29.4,-13.2,-13.8,-0.1,-4.8,97.74,-17.7,-28.8,25.5,1.64,3,10.7,89.05,0.79
01/12/2011,EA19,Euro area (19 countries),99.47,-7.8,-17.2,-24,-30.3,-15.1,-17.4,-2.2,-7.1,97.7,-18.5,-28.6,31.5,0.61,2.8,10.8,89.52,0.63
01/01/2012,EA19,Euro area (19 countries),99.49,-7,-16.6,-23.5,-29.9,-15.5,-18.2,-2.6,-8.1,97.71,-18.9,-29.1,30.8,0.61,2.7,10.8,89.74,0.38
01/02/2012,EA19,Euro area (19 countries),99.5,-6.8,-16.6,-21.7,-29.5,-13.6,-17.5,-1.8,-7.2,97.82,-17.9,-25.7,30.2,0.61,2.7,11,89.6,0.37
01/03/2012,EA19,Euro area (19 countries),99.44,-7.5,-18.3,-22.3,-28.6,-11.8,-16.6,-0.5,-5.5,97.9,-17,-23.7,28.4,-0.51,2.7,11.2,90.12,0.36
01/04/2012,EA19,Euro area (19 countries),99.32,-7.8,-19,-22.9,-29.2,-10.5,-16,-1.6,-7.2,97.83,-18.2,-25.8,31.8,-0.51,2.6,11.3,90.61,0.35
01/05/2012,EA19,Euro area (19 countries),99.14,-9.4,-22.5,-23.7,-30.8,-16.4,-17.1,-2.9,-9,97.73,-18.6,-26.1,26,-0.51,2.4,11.3,90.8,0.34
01/06/2012,EA19,Euro area (19 countries),98.95,-9.8,-22.5,-23.3,-32,-13.4,-17.1,-4.6,-9.8,97.64,-18.5,-28.7,24,-0.75,2.4,11.4,91.15,0.33
01/07/2012,EA19,Euro area (19 countries),98.76,-11.3,-24.1,-24.4,-32.4,-15.3,-18.4,-5.8,-11.1,97.5,-18.9,-28,25.9,-0.75,2.4,11.5,91.46,0.18
01/08/2012,EA19,Euro area (19 countries),98.59,-11.6,-23.7,-26.1,-32.8,-16.8,-20.3,-7,-12.1,97.31,-19.5,-31,29.6,-0.75,2.6,11.5,91.48,0.11
01/09/2012,EA19,Euro area (19 countries),98.44,-12,-25.3,-25.8,-34.7,-18.5,-22.2,-8.5,-13.1,97.11,-21,-31.6,31,-1,2.6,11.7,91.42,0.1
01/10/2012,EA19,Euro area (19 countries),98.32,-14.7,-29.7,-28,-36.4,-16.9,-19.5,-7.5,-11.7,97.01,-20.6,-30.8,29.2,-1,2.5,11.8,91.74,0.09
01/11/2012,EA19,Euro area (19 countries),98.39,-12.7,-28,-28.7,-36.9,-14.7,-20.2,-7.8,-11.2,96.97,-20.8,-30.2,27.8,-1,2.2,11.9,92.02,0.08
01/12/2012,EA19,Euro area (19 countries),98.55,-11.9,-27.7,-28.9,-36,-17.5,-20.9,-7,-12,97.02,-21.5,-32.1,26.6,-1.02,2.2,12,92.27,0.07
01/01/2013,EA19,Euro area (19 countries),98.72,-11.5,-27.4,-25.5,-33.7,-16.6,-22.7,-5.3,-9.7,97.19,-19.8,-28.9,26.4,-1.02,2,12.2,92.21,0.07
01/02/2013,EA19,Euro area (19 countries),98.86,-9.5,-24.9,-25.3,-33.3,-17,-18.5,-5.9,-11.6,97.34,-19.3,-26,23,-1.02,1.9,12.2,91.96,0.07
01/03/2013,EA19,Euro area (19 countries),98.87,-10.2,-27.4,-25.6,-33.3,-18.3,-21.7,-5.7,-11.1,97.42,-19.5,-27.8,23.9,-1.14,1.7,12.2,92.22,0.07
01/04/2013,EA19,Euro area (19 countries),98.84,-11.3,-29.7,-25.6,-34.3,-19.6,-20.4,-8,-11.9,97.48,-18.8,-27.1,21.5,-1.14,1.2,12.2,92.69,0.08
01/05/2013,EA19,Euro area (19 countries),98.93,-10.4,-26.8,-26.8,-35,-16.9,-20.8,-6.7,-11.1,97.52,-19.5,-28.8,19.5,-1.14,1.4,12.1,92.93,0.08
01/06/2013,EA19,Euro area (19 countries),99.14,-8.8,-24.2,-26.7,-35.3,-13.7,-17.5,-5.2,-10.5,97.69,-18.6,-23.8,20.7,-0.36,1.6,12.1,92.9,0.09
01/07/2013,EA19,Euro area (19 countries),99.4,-8.3,-23.5,-26.8,-35.8,-13.3,-13.8,-4.2,-7.6,97.97,-17.7,-21.7,20.5,-0.36,1.6,12,92.83,0.09
01/08/2013,EA19,Euro area (19 countries),99.73,-5.4,-18,-25.6,-34.1,-10,-12.3,-1.8,-4.4,98.32,-16.3,-16.3,22.2,-0.36,1.3,12,92.99,0.08
01/09/2013,EA19,Euro area (19 countries),99.98,-4.6,-18.6,-23.6,-32.7,-7.2,-10.6,0.2,-2.8,98.62,-14.4,-13.6,19.6,0.04,1.1,12.1,93.02,0.08
